Name,Price,Features,Ratings,Sentiments,Scaled_Ratings,Cluster
EVOFOX Elite Ops Wireless with Type C Charging USB  Gam...,"₹1,499","Grey, For Android, PC, PS3",4.0,Positive,0.8,0
GREEN SOUL Beast Gaming Ergonomic Chair|Gaming & WFH|3D...,"₹15,699","Black, White",4.4,Positive,0.8800000000000001,1
"Frontech PS-0006 SMPS Compliant with ATX 12V, 20/24 Pin...","₹1,049",Black,4.0,Positive,0.8,0
AMD Ryzen 5 8500G 3.5 GHz Upto 5 GHz AM5 Socket 6 Cores...,"₹14,759",Silver,4.6,Positive,0.9199999999999999,1
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB...,"₹54,990","15.6 Inch, Luna Grey, 2.38 Kg, With MS Office",4.4,Positive,0.8800000000000001,1
"Doat Premium Quality Mouse Pad for Laptop, Notebook, Ga...",₹128,Hp,4.4,Positive,0.8800000000000001,1
"Doat Premium Quality Mouse Pad for Laptop, Notebook, Ga...",₹154,Black,4.4,Positive,0.8800000000000001,1
"Bestor Ultra-Low Friction Gaming Mat, Anti-Slip Base, H...",₹199,"15.6 inch, Graphite Black, 2.30 Kg",4.3,Positive,0.86,1
Cranique Sleeve for PS5 Gaming Console Playstation 5 Di...,₹299,"15.6 Inch, Obsidian Black, 2.1 Kg",4.4,Positive,0.8800000000000001,1
Cosmic Byte Meteroid RGB Cooling Pad,"₹1,999",Silver,4.3,Positive,0.86,1
"Ant Esports SI25 Support ATX, Micro- ATX, Mini-ITX | Pr...","₹1,841",Black,4.1,Positive,0.82,0
GREEN SOUL Monster Ult. (S) Multi-Functional Ergonomic ...,"₹19,699",Maroon,4.4,Positive,0.8800000000000001,1
DWH Wireless Controller compatible with Playstation 4 P...,₹999,Silver,3.8,Negative,0.76,0
EVOFOX Frost 15.6 inches with blue LED 2 Fan Cooling Pa...,₹879,"Yellow, For Android, iOS",4.3,Positive,0.86,1
AMD Ryzen 5 5600G 3.9 GHz Upto 4.4 GHz AM4 Socket 6 Cor...,"₹12,439","15.6 inch, Luna Grey, 2.38 kg",4.5,Positive,0.9,1
"COOLER MASTER MWE 450 Bronze V2 230v, 80 Plus Bronze Ce...","₹3,349","Black, White",4.5,Positive,0.9,1
MICROSOFT Wireless Controller Bluetooth  Gamepad,"₹5,239",blue-(Graphics Card Required for Display),4.6,Positive,0.9199999999999999,1
AMD Ryzen 5 8500G 3.5 GHz Upto 5 GHz AM5 Socket 6 Cores...,"₹14,759",Multicolor,4.6,Positive,0.9199999999999999,1
AMD Ryzen 5 5600GT 3.6 GHz AM4 Socket 6 Cores 12 Thread...,"₹12,959","15.6 Inch, Cosmos Gray, 1.86 Kg",4.5,Positive,0.9,1
GREEN SOUL Monster Ult. (S) Multi-Functional Ergonomic ...,"₹19,699","Black, For Android, iOS",4.4,Positive,0.8800000000000001,1
NINTENDO Switch OLED Console with Neon Blue Neon Red Jo...,"₹27,490","Black, Yellow",4.6,Positive,0.9199999999999999,1
Cricket 24,"₹2,188","Black, For Home Theater",4.4,Positive,0.8800000000000001,1
"Frontech PS-0006 SMPS Compliant with ATX 12V, 20/24 Pin...","₹1,049",Blue,4.0,Positive,0.8,0
"Elixora IceStorm RGB Gaming Phone Cooler , Silent Cooli...","₹1,419",Grey,3.8,Negative,0.76,0
"Cubonic Magnetic Phone Cooler Fan, RGB Portable Radiato...","₹1,199","Black, For Android, iOS",4.1,Positive,0.82,0
Hgworld Playstation Dualshock4 Wireless Gamepad | High ...,"₹1,278",Black,4.0,Positive,0.8,0
GREEN SOUL Beast Gaming Ergonomic Chair|Gaming & WFH|3D...,"₹15,699","CNTRLLR BLACK, For Xbox One, Xbox Series X, Xbox Series S",4.4,Positive,0.8800000000000001,1
We Desi Stuff Gta Mousepad | Gaming Mousepad Mousepad,₹211,"15.6 Inch, Translucent Black, 1.98 Kg",4.0,Positive,0.8,0
AMD Ryzen 7 9700X 3.8 GHz Upto 5.5 GHz AM5 Socket 8 Cor...,"₹36,219","Multicolor, For Android, iOS",5.0,Positive,1.0,1
EVOFOX Elite Ops Wireless with Type C Charging USB  Gam...,"₹1,499",Black,4.0,Positive,0.8,0
"Doat Premium Quality Mouse Pad for Laptop, Notebook, Ga...",₹128,"Black, For PS4",4.4,Positive,0.8800000000000001,1
"Doat Premium Quality Mouse Pad for Laptop, Notebook, Ga...",₹154,"Black, Red",4.4,Positive,0.8800000000000001,1
AMD Ryzen 7 5700G 3.8 GHz Upto 4.6 GHz AM4 Socket 8 Cor...,"₹18,829","Black, No, but compatible with additional Joy-Con or Pro Controller (sold separately)",4.5,Positive,0.9,1
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 G...,"₹52,990",Silver&Grey,4.2,Positive,0.8400000000000001,0
AMD Ryzen 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Core...,"₹19,269","Black, For Android, iOS",4.6,Positive,0.9199999999999999,1
Hgworld Retro Game Stick 2.4G Wireless Classic Video Ga...,"₹1,349",Black,3.6,Negative,0.7200000000000001,0
AMD Ryzen 7 5700X3D 3 GHz AM4 Socket 8 Cores 16 Threads...,"₹25,239","Cyberpunk, Vibration Feedback Remote Play, For Sony Slim&Pro&Phat Gaming Joystick, For PS4, PC",4.7,Positive,0.9400000000000001,1
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Black,4.5,Positive,0.9,1
"Cubonic X76 Wired Magnetic Mobile Cooler, Gaming Fan, E...","₹1,199",Black,4.2,Positive,0.8400000000000001,0
PEARIVE Premium Black & Red Anti-Slip Deskspread Extend...,₹267,for PS5,4.5,Positive,0.9,1
Inno3D NVIDIA GeForce RTX 3050 TWIN X2 8 GB GDDR6 Graph...,"₹20,371","Grey, For Android, PC, PS3",4.5,Positive,0.9,1
TECHON  TV-out Cable TV-out Cable 1.5 Meters High Quali...,₹210,"Black, White",3.6,Negative,0.7200000000000001,0
"AlexVyan  TV-out Cable HDMI Switch Splitter, 2 Port Bi-...",₹429,Black,4.0,Positive,0.8,0
"Bestor PU Vegan Leather Mouse Pad, Reversible use, Suit...",₹229,Silver,4.2,Positive,0.8400000000000001,0
AMD Ryzen 7 7700X 4.5 GHz Upto 5.4 GHz AM5 Socket 8 Cor...,"₹33,039","15.6 Inch, Luna Grey, 2.38 Kg, With MS Office",3.9,Negative,0.78,0
"Cubonic Arctic PRO Cooling Fan for Mobile Pubg, Cod, Fr...","₹1,153",Hp,3.8,Negative,0.76,0
Cricket 24,"₹2,999",Black,4.4,Positive,0.8800000000000001,1
"Bestor Ultra-Low Friction Gaming Mat, Anti-Slip Base, H...",₹199,Black,4.3,Positive,0.86,1
Cranique Sleeve for PS5 Gaming Console Playstation 5 Di...,₹299,"Grey, Waterproof, Pack of: 1",4.4,Positive,0.8800000000000001,1
"spincart Large Gaming Mouse Pad with Nonslip Base,Water...",₹219,Black,4.5,Positive,0.9,1
Logitech DRIVING FORCE SHIFTER  Motion Controller,"₹6,299","Black, For Xbox One, PS4, PC",4.4,Positive,0.8800000000000001,1
Intel Core i5-4570 (4TH Gen) Quad-Core 6MB Cache 3.2 GH...,"₹1,775",Silver,4.2,Positive,0.8400000000000001,0
Horizon Forbidden West Edn. (Complete Edition),"₹2,999",for PS5,4.8,Positive,0.96,1
EVOFOX Frost 15.6 inches with blue LED 2 Fan Cooling Pa...,₹879,Grey,4.3,Positive,0.86,1
AMD Ryzen 5 5600G 3.9 GHz Upto 4.4 GHz AM4 Socket 6 Cor...,"₹12,439",Grey,4.5,Positive,0.9,1
Ant Esports FP750B 750 Watt 750 Watts PSU,"₹5,003",Black,4.0,Positive,0.8,0
Warhammer GX1050 Speed Type Mouse Pad Gaming Mousepad,₹289,"Red, Black",4.6,Positive,0.9199999999999999,1
AMD Ryzen 5 8500G 3.5 GHz Upto 5 GHz AM5 Socket 6 Cores...,"₹14,759",Silver,4.6,Positive,0.9199999999999999,1
AMD Ryzen 5 5600GT 3.6 GHz AM4 Socket 6 Cores 12 Thread...,"₹12,959",Silver,4.5,Positive,0.9,1
"SHIDHMI Laptop Pad Desk Pad, PU Leather Office Desk Mat...",₹849,Dark Blue,4.4,Positive,0.8800000000000001,1
"Sup Game Box 500 in 1, Video Games for Kids, Handheld G...",₹608,Code in the Box - for PC,3.5,Negative,0.7000000000000001,0
GREEN SOUL Monster Ult. (S) Multi-Functional Ergonomic ...,"₹19,699","Black, Blue",4.4,Positive,0.8800000000000001,1
Smacc  TV-out Cable Digital Optical Audio Cable Toslink...,₹399,"Black, For TV, 1 m",3.9,Negative,0.78,0
"Elixora IceStorm RGB Gaming Phone Cooler , Silent Cooli...","₹1,419","Multicolor, For Android, iOS",3.8,Negative,0.76,0
"Cubonic Magnetic Phone Cooler Fan, RGB Portable Radiato...","₹1,199","Black, For Android, iOS",4.1,Positive,0.82,0
Logitech Mouse Pad Graphite Mousepad,₹790,Black,4.4,Positive,0.8800000000000001,1
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Red&Black,4.5,Positive,0.9,1
We Desi Stuff Gta Mousepad | Gaming Mousepad Mousepad,₹211,Multicolor,4.0,Positive,0.8,0
AMD Ryzen 7 9700X 3.8 GHz Upto 5.5 GHz AM5 Socket 8 Cor...,"₹36,219",Silver,5.0,Positive,1.0,1
GIGABYTE NVIDIA GV-N3050WF2OC-6GD GeForce RTX 3050 WIND...,"₹17,490",Black,4.8,Positive,0.96,1
processsor Ultra 3.1 GHz LGA 1155 Core i3 2nd Generatio...,₹490,Silver,4.0,Positive,0.8,0
SONY Playstation DUALSENSE PS5 Wireless Joystick Gamepa...,"₹6,389","White, For PS5",4.6,Positive,0.9199999999999999,1
Kreo Mirage Wireless RGB Gaming controller gamepad For ...,"₹2,249","Black, For Android, iOS, PC, PS4, Windows 10",4.0,Positive,0.8,0
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 G...,"₹52,990","15.6 inch, Graphite Black, 2.30 Kg",4.2,Positive,0.8400000000000001,0
AMD Ryzen 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Core...,"₹19,269",Silver,4.6,Positive,0.9199999999999999,1
ASUS AMD/ATI Dual Radeon RX 7600 XT OC Edition 16 GB GD...,"₹33,540",Black,4.5,Positive,0.9,1
ENTWINO X3 Game Controller Wireless/BT Gamepad for Andr...,₹679,"Black & Red, For Android, Mac OS, iOS, PS3",3.6,Negative,0.7200000000000001,0
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Silver&Grey,4.5,Positive,0.9,1
"Cubonic X76 Wired Magnetic Mobile Cooler, Gaming Fan, E...","₹1,199",Black,4.2,Positive,0.8400000000000001,0
GIGABYTE NVIDIA GeForce GTX 1650 D6 pci_e_x16 WINDFORCE...,"₹12,599",Black,4.3,Positive,0.86,1
Hgworld Retro Game Stick 2.4G Wireless Classic Video Ga...,"₹1,553","Black, 25000+ Games, Super Contra & Many More Games, TV Video Games, Yes",3.4,Negative,0.68,0
EASYCAP  TV-out Cable GD2355,₹430,"Black, For Laptop",3.7,Negative,0.7400000000000001,0
"TEZINICX Thumb Yellow Sleeve Pubg Anti-Slip , Slip-Proo...",₹137,"Multicolor, For Android",4.2,Positive,0.8400000000000001,0
"Bestor PU Vegan Leather Mouse Pad, Reversible use, Suit...",₹229,Blue&Tan,4.2,Positive,0.8400000000000001,0
AMD Ryzen 7 7700X 4.5 GHz Upto 5.4 GHz AM5 Socket 8 Cor...,"₹33,039",Silver,3.9,Negative,0.78,0
"PowerA Officially LicensedWired Controller for PC, USB ...","₹2,599","Black, For Xbox Series S, Xbox Series X, Xbox One, Windows 10",4.5,Positive,0.9,1
"DARSHANAM WORLD Keyboard Mat, Mouse Pad Shortcut Keys D...",₹198,Black,4.3,Positive,0.86,1
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 ...,"₹56,990","15.6 Inch, Obsidian Black, 2.1 Kg",4.3,Positive,0.86,1
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 ...,"₹55,990","15.6 Inch, Graphite Black, 2.30 Kg",4.4,Positive,0.8800000000000001,1
GEONIX GXLCP-036 2 Fan Cooling Pad,₹699,Black,3.7,Negative,0.7400000000000001,0
"Cubonic X76 Wired Magnetic Mobile Cooler, Gaming Fan, E...","₹1,199",Black,4.2,Positive,0.8400000000000001,0
PS4 GTA V Premium Edition (Premium Edition),"₹1,722",for PS4,4.2,Positive,0.8400000000000001,0
Deepcool RF120FS 120mm 1500 RPM Case Fan Cooler,₹418,Black,4.7,Positive,0.9400000000000001,1
"Aliens Mobile Cooler Gaming Fan, Applicable Mobile Phon...",₹854,"Yellow, For Android, iOS",5.0,Positive,1.0,1
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 ...,"₹58,990","15.6 inch, Luna Grey, 2.38 kg",4.3,Positive,0.86,1
Oakcraft OC-22-WHITE Gaming Chair,"₹7,999","White, Black",4.1,Positive,0.82,0
EA Sports FC 25 (Standard),"₹4,999","Single-player, Multi-player, for Xbox Series X",4.6,Positive,0.9199999999999999,1
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 ...,"₹56,990","15.6 Inch, Cosmos Gray, 1.86 Kg",4.0,Positive,0.8,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/51...,"₹56,990","15.6 Inch, Translucent Black, 1.98 Kg",4.6,Positive,0.9199999999999999,1
Ant Esports 220 AIR Mid-Tower Cabinet,"₹4,035",White,4.1,Positive,0.82,0
EAYS top Sale Combo Pack of Touch smoothly Run Blue Fin...,₹179,"Black ,Red, For Wii",3.5,Negative,0.7000000000000001,0
Fyrebird by Nilkamal Razos Ergonomic Gaming Chair with ...,"₹14,499",Brown,4.3,Positive,0.86,1
"Logitech G923 Racing Wheel and Pedals,Dual Clutch, for ...","₹46,995","Black, For Xbox, PS2, PS3, PS4, PS5, PC",3.7,Negative,0.7400000000000001,0
We Desi Stuff Gta Mousepad | Gaming Mousepad Mousepad,₹211,Multicolor,4.0,Positive,0.8,0
AMD Ryzen 5 5600G 3.9 GHz Upto 4.4 GHz AM4 Socket 6 Cor...,"₹12,439",Grey,4.5,Positive,0.9,1
OIVO 8 Pcs Black Silicone FPS Thumb Grip  Gaming Access...,₹189,"Black, For PS4, PS5, Xbox, Xbox 360, Xbox One",4.1,Positive,0.82,0
Deepcool PK550D 550 Watts PSU,"₹4,036",Black,4.7,Positive,0.9400000000000001,1
"Cubonic Magnetic Phone Cooler Fan, RGB Portable Radiato...","₹1,199","Black, For Android, iOS",4.1,Positive,0.82,0
"Elixora IceStorm RGB Gaming Phone Cooler , Silent Cooli...","₹1,419","Multicolor, For Android, iOS",3.8,Negative,0.76,0
AMD Ryzen 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Core...,"₹19,269",Silver,4.6,Positive,0.9199999999999999,1
Xydrozen Gaming World Map Mouse Pad & Keyboard Desk Mat...,₹289,Black,4.0,Positive,0.8,0
EVOFOX Typhoon 17.3 inches with blue LED 5 Fan Cooling ...,"₹1,399",Black,4.1,Positive,0.82,0
RapTag Edge To Edge Tempered Glass for Fire Boltt Gladi...,₹211,Pack of 2,4.1,Positive,0.82,0
MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB...,"₹1,32,990","16 Inch, Cosmos Gray, 2.3 Kg, With MS Office",4.0,Positive,0.8,0
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Silver&Grey,4.5,Positive,0.9,1
nintendo Pokemon Legends: Arceus(Switch),"₹4,299","Action-adventure, for Switch",4.6,Positive,0.9199999999999999,1
Gran Turismo 7 (Standard),"₹3,033",for PS5,4.4,Positive,0.8800000000000001,1
Kreo Iceberg Compact Mobile Cooler for Android/IOS Smar...,₹999,"Black, For Android, iOS",4.0,Positive,0.8,0
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB...,"₹54,990","15.6 Inch, Luna Grey, 2.38 Kg, With MS Office",4.4,Positive,0.8800000000000001,1
AMD Ryzen 7 8700G 4.2 GHz Upto 5.1 GHz AM5 Socket 8 Cor...,"₹27,759",Silver,4.8,Positive,0.96,1
Intel I7-12700K 5 GHz Upto 5 GHz LGA1700 Socket 12 Core...,"₹39,949",Blue,4.6,Positive,0.9199999999999999,1
Cubonic SL-09 Gear Shift Mobile Radiator Cooling 1 Fan ...,"₹1,044","Black, Orange",4.0,Positive,0.8,0
Hgworld Wireless Controller Compatible with PlayStation...,"₹1,264","Joystick Gamepad Motion Controller, Cameo Grey, For PS4, PC",4.0,Positive,0.8,0
AMD Ryzen 5 8500G 3.5 GHz Upto 5 GHz AM5 Socket 6 Cores...,"₹14,759",Silver,4.6,Positive,0.9199999999999999,1
AMD Ryzen 5 5600GT 3.6 GHz AM4 Socket 6 Cores 12 Thread...,"₹12,959",Silver,4.5,Positive,0.9,1
ZORI Panda Animal Music Headphone Pattern Printed Mouse...,₹151,Headphone Pattern,4.5,Positive,0.9,1
AtoZsports SUP VIDEO GAME HAND CONSOLE Handheld Gaming ...,₹542,Any,3.5,Negative,0.7000000000000001,0
